Account,Followers,Quality_Audience,ER,Est_Post_Price,Avg_Reels_View,Category,Interests,Turkey,Comment_Rate,Score,Sponsored_Reels_View,Campaign_Reach,Performance_Ratio,Cost_Per_Reach,Link_Clicks,Cost_Per_Click,Actual_Campaign_Cost
hercaireymir12,10773,8700,7.244964,75.0,6539,"Romantic Relationships & Dating, Movies & TV Shows, Love & Intimacy, Political Shows, Politics, Political Leaders, Church, Cultural & Historical Travel, Pastor, Entertainment","Politics : 84%, Film & Television : 83%, Social Issues : 75%, Entertainment : 55%, Traveling : 48%, Theater : 42%, Religion : 36%, Fashion : 35%, Unboxings : 34%, Beauty : 24%, Hiking & Trekking : 21%, Business and Careers : 21%, Parenting & Relationships : 20%",61,0.17,90,,,,,,,
ittihadmedyaorg,10137,8653,5.573641,75.0,5792,"Religious Organizations, Political Leaders, Politics, Pastor, Religion & Spirituality, Social Issues, Social Organisations, Christianity, Church, Career","Social Issues : 97%, Politics : 94%, Film & Television : 83%, Religion : 60%, Business and Careers : 53%, Philanthropy & Charity : 44%, Entertainment : 43%, Theater : 37%, Finance & Accounting : 36%, Unboxings : 25%, Football & Soccer : 25%, Parenting & Relationships : 24%, Educational : 23%, Traveling : 23%",55,0.04,80,,,,,,,
reggy_fajrin,11747,8632,9.087427,75.0,3880,"Music, Music Tour, Headphones, Singer","Entertainment : 95%, Music : 95%, Dance : 91%, Theater : 86%, Stand-up Comedy : 84%, Film & Television : 30%",69,0.24,90,,,,,,,
sebine_car,10866,8623,11.733849,75.0,6348,,"Fashion : 86%, Beauty : 73%, Modeling : 67%, Traveling : 61%, Luxury : 58%, Unboxings : 34%, Makeup : 31%, Dance : 29%, Yoga : 27%, Skincare : 21%, Hiking & Trekking : 21%, Health & Medicine : 20%, Fitness & Bodybuilding : 20%, Politics : 20%, Film & Television : 20%",69,0.14,80,,,,,,,
steadicamadem,12304,8542,19.94067,75.0,204701,"Cinema, Movies, Movies & TV Shows, Entertainment, Drones, Actors or Actress, TV Series, Underwater Photography, Theater, TV Show","Entertainment : 78%, Film & Television : 76%, Theater : 62%, Traveling : 46%, Politics : 42%, Photography : 40%, Hiking & Trekking : 38%, Technology & Gadgets : 37%, Dance : 37%, Music : 35%, Social Issues : 31%, Cosplay : 27%, Space Exploration : 24%, Ecology : 24%, Stand-up Comedy : 23%, Fashion : 22%, Outdoor Camping : 22%, Space & Astronomy : 21%, Modeling : 20%",67,0.3,90,,,,,,,
melihkala,12638,8505,4.86232,75.0,34011,"Music, Singer, Music Tour, Headphones, Entertainment, Theater, Social Clubs, Pop Art, Political Shows, Movies & TV Shows","Entertainment : 90%, Theater : 81%, Music : 77%, Dance : 65%, Film & Television : 63%, Stand-up Comedy : 46%, Social Issues : 42%, Politics : 38%, Fashion : 25%, Unboxings : 21%, Traveling : 20%, Religion : 20%",69,0.18,90,,,,,,,
helssbr,9458,8502,10.684077,65.0,77981,"Food, Desserts, Food & Beverages, Cooking, Kids Food, Food Reviews, Recipes, Vegan Food, Organic Food, Baking","Coffee Culture : 98%, Cooking : 98%, Gastronomy : 95%, Grilling & BBQ : 93%, Nutritious Foods : 81%, Dining & Nightlife : 56%, Beers : 37%, Tea : 34%, Health & Medicine : 24%, Unboxings : 18%",55,0.21,90,,,,,,,
turkiye_ciftcisi,10169,8428,20.862425,75.0,192801,"Politics, Agriculture & Farming, Social Issues, Climate Change, Travel Agencies, Weather & Climate, Social Organisations, Relocation, Natural Disasters, Cultural & Historical Travel","Politics : 83%, Social Issues : 79%, Film & Television : 60%, Entertainment : 36%, Business and Careers : 33%, Ecology : 33%, Religion : 33%, Hiking & Trekking : 33%, Traveling : 31%, Unboxings : 31%, Theater : 28%, Football & Soccer : 26%, Philanthropy & Charity : 25%, Parenting & Relationships : 25%, Outdoor Camping : 24%, Finance & Accounting : 21%, Technology & Gadgets : 21%, Pet Care : 20%, Fashion : 20%, Beauty : 20%",78,0.56,90,,,,,,,
sevdaakarabulut,12071,8424,6.689587,75.0,7302,"Dance, Theater, Singer, Romantic Relationships & Dating, Entertainment, Actors or Actress, Sex & Sexuality, Movies & TV Shows, Love & Intimacy, Cultural & Historical Travel","Fashion : 65%, Film & Television : 62%, Entertainment : 59%, Theater : 55%, Traveling : 53%, Beauty : 47%, Modeling : 47%, Dance : 43%, Politics : 38%, Unboxings : 30%, Photography : 29%, Luxury : 28%, Social Issues : 28%, Hiking & Trekking : 25%, Makeup : 24%, Music : 21%",64,0.23,90,,,,,,,
fazilkaragoz_,11174,8393,7.011813,65.0,14445,"Music, Music Tour, Headphones, Singer, Entertainment, Theater, Social Clubs, Dance, Pop Art, Standup","Entertainment : 96%, Music : 94%, Theater : 90%, Dance : 84%, Stand-up Comedy : 78%, Film & Television : 42%",63,0.06,80,,,,,,,
ayteninhobidunyasi10,11929,8387,5.134546,75.0,8177,"Accessories, Jewelery, Sewing, Vintage Fashion, Jewellery Making, Handbags, Luxury Fashion, Shopping & Fashion Travel, Lingerie & Intimates, Shoes","Fashion : 52%, Unboxings : 51%, Luxury : 51%, Politics : 45%, Handicrafts : 41%, Film & Television : 39%, DIY Projects : 35%, Social Issues : 35%, Beauty : 33%, Modeling : 29%, Entertainment : 29%, Theater : 28%, Traveling : 27%, Parenting & Relationships : 25%, Nail Care : 25%, Children's Games & Toys : 20%, Health & Medicine : 20%, Skincare : 20%, Makeup : 20%",64,0.38,90,,,,,,,
blogebru,10044,8369,6.17284,75.0,13692,"Consulting, Books, Pop Art, Kids Education, Online Education, Digital Art, Political Shows, Career, Education, Parody & Sketches","Literature : 58%, Social Issues : 57%, Video Gaming : 51%, Science : 51%, Educational : 39%, Dance : 34%, Children's Games & Toys : 33%, Sustainability : 33%, Theater : 30%, Stand-up Comedy : 27%, Traveling : 24%, Entertainment : 23%, Cosplay : 23%, Business and Careers : 23%, Physics : 23%, Beauty : 22%, Interior Design : 21%, Haircare : 20%",70,0.07,80,,,,,,,
yagizkahraman,13797,8366,8.987461,75.0,45048,"Music Tour, Music, Singer, Headphones, Entertainment, Social Clubs, Theater, Dance, TV Show, Political Shows","Entertainment : 92%, Music : 83%, Theater : 83%, Dance : 76%, Stand-up Comedy : 65%, Film & Television : 53%, Social Issues : 36%, Politics : 32%, Fashion : 23%, Unboxings : 17%",74,0.21,80,,,,,,,
dilekagir,9303,8342,5.148877,65.0,7525,"Fashion Trends, Shopping & Fashion Travel, Fashion, Lingerie & Intimates, Beauty, Women's Fashion, Makeup, Luxury Fashion, Formal Wear, Kids Fashion","Sustainability : 78%, Beauty : 72%, Social Issues : 68%, Haircare : 56%, Traveling : 54%, Fashion : 48%, Dance : 47%, Literature : 44%, Makeup : 43%, Science : 36%, Skincare : 28%, Modeling : 28%, Motorsports : 28%, Educational : 26%, Nail Care : 26%, Business and Careers : 20%",77,0.19,80,,,,,,,
teski59,10295,8318,5.143273,65.0,32769,"Natural Disasters, Social Organisations, National Parks, Social Issues, Climate Change, Camping, Nonprofit Organizations, Geology, Forests, Solar Power","Social Issues : 73%, Politics : 71%, Hiking & Trekking : 66%, Ecology : 64%, Outdoor Camping : 52%, Film & Television : 51%, Traveling : 48%, Philanthropy & Charity : 48%, Entertainment : 47%, Snowboarding : 43%, Theater : 39%, Business and Careers : 38%, Space Exploration : 35%, Finance & Accounting : 34%, Surfing : 30%, Motorcycles : 29%, Technology & Gadgets : 29%, Music : 27%, Pet Care : 27%, Unboxings : 27%, Handicrafts : 26%, Yachting & Sailing : 26%, Football & Soccer : 25%, Skateboarding : 25%, Religion : 24%",82,0.08,90,,,,,,,
dt.nurefya,10092,8306,5.29132,75.0,96574,"Medical Research, Mental Health, Professional Associations, Personal Development, Career, Medical Education, Nonprofit Organizations, Consulting, Leadership & Motivation, Politics","Politics : 83%, Social Issues : 78%, Film & Television : 62%, Business and Careers : 49%, Fashion : 45%, Unboxings : 40%, Finance & Accounting : 38%, Health & Medicine : 38%, Traveling : 36%, Beauty : 33%, Entertainment : 32%, Educational : 31%, Theater : 30%, Religion : 30%, Philanthropy & Charity : 27%, Parenting & Relationships : 26%, Luxury : 24%, Modeling : 24%, Skincare : 24%, Makeup : 24%, Meditative Practices : 22%, Hiking & Trekking : 21%, Football & Soccer : 20%",73,0.06,80,,,,,,,
433rizespor,13522,8245,5.794261,75.0,15800,"Football & Soccer, Volleyball, American Football, Rugby, Handball, Politics, Cricket, Sports, Baseball, Basketball","Politics : 83%, Football & Soccer : 82%, American Football : 76%, Baseball : 74%, Social Issues : 73%, Volleyball : 68%, Film & Television : 68%, Basketball : 61%, Entertainment : 50%, Traveling : 34%, Theater : 33%, Business and Careers : 32%, Ice Hockey : 32%, Fashion : 29%, Unboxings : 27%, Religion : 26%, Dance : 25%, Beauty : 24%, Music : 24%, Finance & Accounting : 24%, Technology & Gadgets : 22%",90,0.12,80,,,,,,,
sehitpohcennetyigit,12278,8212,6.678612,75.0,3533,"Politics, Movies & TV Shows, Astronomy & Space, Social Issues, Political Shows, Political Leaders, Friendship, History, Social Organisations, Nuclear Power","Social Issues : 84%, Film & Television : 83%, Politics : 81%, Entertainment : 52%, Football & Soccer : 46%, Religion : 41%, Traveling : 39%, Baseball : 39%, Theater : 39%, Ecology : 33%, Hiking & Trekking : 32%, Volleyball : 32%, Space & Astronomy : 29%, Space Exploration : 29%, Basketball : 29%, American Football : 27%, Business and Careers : 26%, Outdoor Camping : 23%, Technology & Gadgets : 22%, Photography : 20%, Philanthropy & Charity : 20%, Cosplay : 20%, Unboxings : 20%",76,0.07,80,,,,,,,
etipopkek,12734,8130,9.411811,75.0,2854246,"Kids Food, Desserts, Recipes, Food, Baking, Food Reviews, Food & Beverages, Coffee, Beverages, Cooking","Coffee Culture : 66%, Gastronomy : 64%, Cooking : 63%, Grilling & BBQ : 52%, Nutritious Foods : 48%, Film & Television : 39%, Entertainment : 37%, Social Issues : 34%, Unboxings : 34%, Dining & Nightlife : 29%, Politics : 29%, Parenting & Relationships : 29%, Theater : 27%, Children's Games & Toys : 26%, Fashion : 25%, Health & Medicine : 25%, Tea : 22%, Beauty : 21%",71,0.28,90,,,,,,,
evreninsesiniduy,13346,8018,5.47355,60.0,52841,"Magic & Illusions, Love & Intimacy, Pop Art, Magical Crystals, Mental Health, Religion & Spirituality, Meditation, Shamanism, Astrology, Beauty Tutorials","Politics : 46%, Beauty : 44%, Social Issues : 43%, Makeup : 41%, Skincare : 40%, Nail Care : 39%, Haircare : 38%, Religion : 37%, Unboxings : 34%, Film & Television : 30%, Fashion : 30%, Health & Medicine : 30%, Business and Careers : 29%, Entertainment : 28%, Meditative Practices : 26%, Traveling : 25%, Theater : 21%, Parenting & Relationships : 21%, Educational : 20%",66,0.06,80,,,,,,,
benguaksekili,9918,7975,4.547288,75.0,6718,"Love & Intimacy, Religious Organizations, Social Issues, Religion & Spirituality, Romantic Relationships & Dating, Social Organisations, Nonprofit Organizations, Political Leaders, Personal Development, Politics","Social Issues : 70%, Politics : 68%, Film & Television : 56%, Business and Careers : 45%, Parenting & Relationships : 43%, Religion : 42%, Unboxings : 40%, Beauty : 40%, Fashion : 37%, Health & Medicine : 35%, Philanthropy & Charity : 34%, Theater : 34%, Traveling : 34%, Entertainment : 33%, Educational : 32%, Meditative Practices : 32%, Finance & Accounting : 28%, Makeup : 24%, Modeling : 24%, Luxury : 23%, Skincare : 22%, Hiking & Trekking : 22%, Dance : 20%, Children's Games & Toys : 20%, Yoga : 20%",78,0.06,80,,,,,,,
endomucahitcbk,10406,7949,6.822987,75.0,11238,"Dentistry, Unboxing, Personal Development, Nonprofit Organizations, Consulting, Alternative Medicine, Professional Associations, Career, Medical Research, Social Organisations","Politics : 59%, Social Issues : 58%, Business and Careers : 50%, Health & Medicine : 45%, Finance & Accounting : 43%, Unboxings : 39%, Film & Television : 38%, Fashion : 38%, Entertainment : 37%, Beauty : 32%, Skincare : 32%, Philanthropy & Charity : 31%, Traveling : 31%, Volleyball : 31%, Theater : 31%, Parenting & Relationships : 29%, Football & Soccer : 27%, Yoga : 26%, Makeup : 26%, Hiking & Trekking : 26%, Meditative Practices : 26%, Haircare : 25%, DIY Projects : 25%, Luxury : 24%, Handicrafts : 24%",66,0.15,80,,,,,,,
ayselzeybekaplan,8962,7795,10.455256,65.0,177584,,,74,0.66,90,,,,,,,
kuklapasta,9191,7793,4.939615,65.0,15285,"Desserts, Baking, Recipes, Kids Food, Food, Vegan Food, Food Reviews, Coffee, Gluten-free Food, Food & Beverages","Gastronomy : 71%, Coffee Culture : 66%, Cooking : 64%, Grilling & BBQ : 54%, Nutritious Foods : 47%, Tea : 42%, Unboxings : 35%, Dining & Nightlife : 35%, DIY Projects : 32%, Social Issues : 27%, Parenting & Relationships : 25%, Health & Medicine : 23%, Handicrafts : 22%, Politics : 22%, Film & Television : 22%, Fashion : 21%, Children's Games & Toys : 20%",79,0.35,90,,,,,,,
yusuf_kepez_,9809,7767,4.781323,65.0,18256,"Movies & TV Shows, Political Shows, Politics, Entertainment, Movies, Social Issues, Funny Videos, Actors or Actress, Political Leaders, Cinema","Film & Television : 88%, Politics : 86%, Social Issues : 84%, Entertainment : 70%, Theater : 51%, Religion : 31%, Unboxings : 29%, Traveling : 28%, Business and Careers : 28%, Football & Soccer : 23%, Music : 22%, Dance : 22%, Fashion : 21%",66,0.2,80,,,,,,,
selinyucesoy,10074,7765,6.124677,75.0,13397,"Music, Singer, Music Tour, Headphones, Theater, Entertainment, Social Clubs, Dance, Political Shows, Pop Art","Entertainment : 86%, Theater : 81%, Music : 70%, Film & Television : 60%, Dance : 56%, Politics : 45%, Social Issues : 43%, Stand-up Comedy : 38%, Fashion : 28%, Unboxings : 22%, Religion : 21%, Traveling : 20%, Beauty : 20%",69,0.16,80,,,,,,,
kralfmkaptansener,8840,7657,4.858597,65.0,4297,"Headphones, Music Tour, Singer, Music, Social Clubs, Entertainment, Political Shows, Movies & TV Shows, Social Issues, Cultural & Historical Travel","Entertainment : 78%, Film & Television : 71%, Theater : 65%, Social Issues : 60%, Politics : 56%, Music : 48%, Dance : 42%, Stand-up Comedy : 34%, Traveling : 30%, Religion : 21%, Hiking & Trekking : 21%, Unboxings : 21%, Technology & Gadgets : 20%",75,0.47,90,,,,,,,
necati.ozkan81,11589,7615,4.892571,75.0,27599,"Politics, Social Organisations, Social Studies Education, Social Issues, Political Shows, Consulting, Political Leaders, Nonprofit Organizations, Math & Engineering Education, Online Education","Politics : 83%, Social Issues : 82%, Film & Television : 63%, Business and Careers : 46%, Theater : 44%, Philanthropy & Charity : 39%, Entertainment : 38%, Finance & Accounting : 37%, Unboxings : 37%, Football & Soccer : 29%, Handicrafts : 29%, Fashion : 28%, Traveling : 28%, Religion : 28%, Educational : 27%, DIY Projects : 23%, Parenting & Relationships : 22%, Volleyball : 22%, Technology & Gadgets : 22%, Music : 21%, Beauty : 21%, Health & Medicine : 21%, Hiking & Trekking : 21%, Dance : 20%, Luxury : 20%",55,0.21,90,,,,,,,
eskicarsi,8346,7573,5.032351,60.0,39498,"Football & Soccer, Politics, Political Leaders, Political Shows, Social Issues, Social Organisations, Cricket, Handball, Volleyball, American Football","Politics : 79%, Social Issues : 79%, Film & Television : 76%, Entertainment : 71%, Football & Soccer : 64%, Theater : 56%, Volleyball : 55%, Baseball : 54%, American Football : 53%, Basketball : 40%, Music : 39%, Dance : 38%, Business and Careers : 36%, Stand-up Comedy : 31%, Unboxings : 28%, Finance & Accounting : 28%, Religion : 27%, Philanthropy & Charity : 27%, Fashion : 26%, Ice Hockey : 25%, Technology & Gadgets : 25%, Cosplay : 25%, Traveling : 23%, Beauty : 22%, Educational : 20%",94,0.05,80,,,,,,,
aeritweett,9916,7511,8.198871,65.0,11923,"Romantic Relationships & Dating, Memes, Love & Intimacy, Political Shows, Friendship, Movies & TV Shows, Social Issues, Politics, LGBTQ+, Sex & Sexuality","Politics : 70%, Film & Television : 68%, Social Issues : 65%, Entertainment : 56%, Fashion : 33%, Unboxings : 33%, Traveling : 33%, Theater : 32%, Beauty : 32%, Dance : 27%, Technology & Gadgets : 24%, Religion : 23%, Music : 22%, Cosplay : 20%, Makeup : 20%",77,0.31,90,,,,,,,
edanur_ucar_,10039,7485,5.418866,65.0,15010,"Romantic Relationships & Dating, Love & Intimacy, Politics, Political Leaders, Political Shows, Shopping & Fashion Travel, Social Issues, Travel Agencies, Cultural & Historical Travel, Religion & Spirituality","Politics : 80%, Social Issues : 69%, Film & Television : 61%, Traveling : 51%, Fashion : 49%, Unboxings : 40%, Beauty : 40%, Business and Careers : 31%, Theater : 30%, Parenting & Relationships : 27%, Modeling : 26%, Entertainment : 26%, Religion : 25%, Luxury : 25%, Health & Medicine : 23%, Makeup : 22%, Hiking & Trekking : 22%, Skincare : 20%",66,0.05,80,,,,,,,
dietondamla,9098,7465,5.710046,60.0,8393,"Healthy Eating, Healthy Food, Nutrition, Health & Medicine, Organic Food, Gym Good, Vegan Food, Health Issues, Alternative Medicine, Gluten-free Food","Health & Medicine : 64%, Fashion : 56%, Nutritious Foods : 55%, Yoga : 48%, Beauty : 46%, Gastronomy : 43%, Traveling : 42%, Coffee Culture : 40%, Fitness & Bodybuilding : 38%, Cooking : 33%, Unboxings : 33%, Skincare : 33%, Parenting & Relationships : 31%, Luxury : 31%, Grilling & BBQ : 30%, Makeup : 29%, Modeling : 29%, Biology : 28%, Dining & Nightlife : 26%, Politics : 26%, Social Issues : 26%, Film & Television : 22%, Haircare : 22%",76,0.05,80,,,,,,,
kerematasev,9791,7442,7.118783,65.0,31963,"Fishing, Fish, Boats, Birds, Sailing, Wildlife & Nature, Hunting, Wildlife, Ecology, Birdwatching","Ecology : 82%, Yachting & Sailing : 81%, Hiking & Trekking : 80%, Surfing : 65%, Snowboarding : 64%, Outdoor Camping : 58%, Traveling : 54%, Stand-up Comedy : 45%, Entertainment : 38%, Skateboarding : 33%, Wine : 32%, Space Exploration : 32%, Social Issues : 31%, Pet Care : 30%, Motorcycles : 28%, Music : 27%, Dance : 26%, Theater : 26%, Technology & Gadgets : 26%, Film & Television : 25%, Fashion : 22%, Beauty : 22%, Children's Games & Toys : 21%, Beers : 21%, Volleyball : 20%",68,0.55,90,,,,,,,
canbayramoglu,8410,7381,11.206897,65.0,66087,Memes,"Literature : 61%, Video Gaming : 60%, Social Issues : 49%, Science : 39%, Dance : 39%, Educational : 35%, Beauty : 34%, Sustainability : 33%, Entertainment : 33%, Cosplay : 28%, Stand-up Comedy : 28%, Makeup : 28%, Skincare : 26%, Nail Care : 25%, Film & Television : 24%, Physics : 24%, Modeling : 23%, Interior Design : 22%, Traveling : 21%, Fashion : 20%, Unboxings : 20%",74,0.34,90,,,,,,,
